Gene,GO_ID,GO_term,Ontology
FKBP1A,GO:0060347,heart trabecula formation,BP
FKBP1A,GO:0061077,chaperone-mediated protein folding,BP
FKBP1A,GO:0070588,calcium ion transmembrane transport,BP
FKBP1A,GO:1902991,regulation of amyloid precursor protein catabolic process,BP
FKBP1A,GO:1990000,amyloid fibril formation,BP
FKBP1A,GO:0008152,metabolic process,BP
FKBP1A,GO:0005737,cytoplasm,CC
FKBP1A,GO:0005789,endoplasmic reticulum membrane,CC
FKBP1A,GO:0005829,cytosol,CC
FKBP1A,GO:0014802,terminal cisterna,CC
FKBP1A,GO:0016020,membrane,CC
FKBP1A,GO:0030018,Z disc,CC
FKBP1A,GO:0031012,extracellular matrix,CC
FKBP1A,GO:0070062,extracellular exosome,CC
FKBP1A,GO:0003755,peptidyl-prolyl cis-trans isomerase activity,MF
FKBP1A,GO:0004871,signal transducer activity,MF
FKBP1A,GO:0005160,transforming growth factor beta receptor binding,MF
FKBP1A,GO:0005515,protein binding,MF
FKBP1A,GO:0005527,macrolide binding,MF
FKBP1A,GO:0005528,FK506 binding,MF
FKBP1A,GO:0019855,calcium channel inhibitor activity,MF
FKBP1A,GO:0034713,type I transforming growth factor beta receptor binding,MF
FKBP1A,GO:0044325,ion channel binding,MF
FKBP1A,GO:0046332,SMAD binding,MF
FKBP1A,GO:0048185,activin binding,MF
FKBP1A,GO:0016853,isomerase activity,MF
NSFL1C,GO:0000045,autophagosome assembly,BP
NSFL1C,GO:0007030,Golgi organization,BP
NSFL1C,GO:0031468,nuclear envelope reassembly,BP
NSFL1C,GO:0043161,proteasome-mediated ubiquitin-dependent protein catabolic process,BP
NSFL1C,GO:0050790,regulation of catalytic activity,BP
NSFL1C,GO:0061025,membrane fusion,BP
NSFL1C,GO:0005634,nucleus,CC
NSFL1C,GO:0005654,nucleoplasm,CC
NSFL1C,GO:0005694,chromosome,CC
NSFL1C,GO:0005737,cytoplasm,CC
NSFL1C,GO:0005795,Golgi stack,CC
NSFL1C,GO:0005829,cytosol,CC
NSFL1C,GO:0005886,plasma membrane,CC
NSFL1C,GO:0045111,intermediate filament cytoskeleton,CC
NSFL1C,GO:1990730,VCP-NSFL1C complex,CC
NSFL1C,GO:0005794,Golgi apparatus,CC
NSFL1C,GO:0005515,protein binding,MF
NSFL1C,GO:0005543,phospholipid binding,MF
NSFL1C,GO:0008599,protein phosphatase type 1 regulator activity,MF
NSFL1C,GO:0043130,ubiquitin binding,MF
NSFL1C,GO:0051117,ATPase binding,MF
NSFL1C,GO:0008289,lipid binding,MF
SIRPB2,GO:0016021,integral component of membrane,CC
SIRPB2,GO:0016020,membrane,CC
SIRPD,GO:0005576,extracellular region,CC
SIRPB1,GO:0007165,signal transduction,BP
SIRPB1,GO:0007166,cell surface receptor signaling pathway,BP
SIRPB1,GO:0045087,innate immune response,BP
SIRPB1,GO:0005886,plasma membrane,CC
SIRPB1,GO:0005887,integral component of plasma membrane,CC
SIRPB1,GO:0016021,integral component of membrane,CC
SIRPB1,GO:0070062,extracellular exosome,CC
SIRPB1,GO:0016020,membrane,CC
SIRPB1,GO:0005515,protein binding,MF
SIRPG,GO:0007155,cell adhesion,BP
SIRPG,GO:0007267,cell-cell signaling,BP
SIRPG,GO:0007596,blood coagulation,BP
SIRPG,GO:0008284,positive regulation of cell proliferation,BP
SIRPG,GO:0008285,negative regulation of cell proliferation,BP
SIRPG,GO:0022409,positive regulation of cell-cell adhesion,BP
SIRPG,GO:0035556,intracellular signal transduction,BP
SIRPG,GO:0050870,positive regulation of T cell activation,BP
SIRPG,GO:0050900,leukocyte migration,BP
SIRPG,GO:0005622,intracellular,CC
SIRPG,GO:0005886,plasma membrane,CC
SIRPG,GO:0016020,membrane,CC
SIRPG,GO:0016021,integral component of membrane,CC
SIRPG,GO:0005515,protein binding,MF
PDYN,GO:0007218,neuropeptide signaling pathway,BP
PDYN,GO:0007268,synaptic transmission,BP
PDYN,GO:0005576,extracellular region,CC
PDYN,GO:0005737,cytoplasm,CC
PDYN,GO:0005886,plasma membrane,CC
PDYN,GO:0043025,neuronal cell body,CC
PDYN,GO:0001515,opioid peptide activity,MF
SNRPB,GO:0000387,spliceosomal snRNP assembly,BP
SNRPB,GO:0000398,"mRNA splicing, via spliceosome",BP
SNRPB,GO:0002230,positive regulation of defense response to virus by host,BP
SNRPB,GO:0006366,transcription from RNA polymerase II promoter,BP
SNRPB,GO:0006369,termination of RNA polymerase II transcription,BP
SNRPB,GO:0006479,protein methylation,BP
SNRPB,GO:0008334,histone mRNA metabolic process,BP
SNRPB,GO:0008380,RNA splicing,BP
SNRPB,GO:0010467,gene expression,BP
SNRPB,GO:0031124,mRNA 3'-end processing,BP
SNRPB,GO:0034660,ncRNA metabolic process,BP
SNRPB,GO:0098779,mitophagy in response to mitochondrial depolarization,BP
SNRPB,GO:0098792,xenophagy,BP
SNRPB,GO:0006397,mRNA processing,BP
SNRPB,GO:0005654,nucleoplasm,CC
SNRPB,GO:0005681,spliceosomal complex,CC
SNRPB,GO:0005682,U5 snRNP,CC
SNRPB,GO:0005683,U7 snRNP,CC
SNRPB,GO:0005685,U1 snRNP,CC
SNRPB,GO:0005686,U2 snRNP,CC
SNRPB,GO:0005687,U4 snRNP,CC
SNRPB,GO:0005689,U12-type spliceosomal complex,CC
SNRPB,GO:0005697,telomerase holoenzyme complex,CC
SNRPB,GO:0005737,cytoplasm,CC
SNRPB,GO:0005829,cytosol,CC
SNRPB,GO:0030532,small nuclear ribonucleoprotein complex,CC
SNRPB,GO:0034709,methylosome,CC
SNRPB,GO:0034719,SMN-Sm protein complex,CC
SNRPB,GO:0046540,U4/U6 x U5 tri-snRNP complex,CC
SNRPB,GO:0070062,extracellular exosome,CC
SNRPB,GO:0071004,U2-type prespliceosome,CC
SNRPB,GO:0071013,catalytic step 2 spliceosome,CC
SNRPB,GO:0071204,histone pre-mRNA 3'end processing complex,CC
SNRPB,GO:0005634,nucleus,CC
SNRPB,GO:0030529,ribonucleoprotein complex,CC
SNRPB,GO:0019013,viral nucleocapsid,CC
SNRPB,GO:0005732,small nucleolar ribonucleoprotein complex,CC
SNRPB,GO:0005515,protein binding,MF
SNRPB,GO:0044822,poly(A) RNA binding,MF
SNRPB,GO:0071208,histone pre-mRNA DCP binding,MF
SNRPB,GO:0003723,RNA binding,MF
ZNF343,GO:0006351,"transcription, DNA-templated",BP
ZNF343,GO:0006355,"regulation of transcription, DNA-templated",BP
ZNF343,GO:0005634,nucleus,CC
ZNF343,GO:0005622,intracellular,CC
ZNF343,GO:0003677,DNA binding,MF
ZNF343,GO:0005515,protein binding,MF
ZNF343,GO:0046872,metal ion binding,MF
ZNF343,GO:0003676,nucleic acid binding,MF
IDH3B,GO:0006099,tricarboxylic acid cycle,BP
IDH3B,GO:0006102,isocitrate metabolic process,BP
IDH3B,GO:0006103,2-oxoglutarate metabolic process,BP
IDH3B,GO:0006734,NADH metabolic process,BP
IDH3B,GO:0044237,cellular metabolic process,BP
IDH3B,GO:0044281,small molecule metabolic process,BP
IDH3B,GO:0055114,oxidation-reduction process,BP
IDH3B,GO:0005634,nucleus,CC
IDH3B,GO:0005739,mitochondrion,CC
IDH3B,GO:0005759,mitochondrial matrix,CC
IDH3B,GO:0000287,magnesium ion binding,MF
IDH3B,GO:0004449,isocitrate dehydrogenase (NAD+) activity,MF
IDH3B,GO:0009055,electron carrier activity,MF
IDH3B,GO:0051287,NAD binding,MF
IDH3B,GO:0016491,oxidoreductase activity,MF
IDH3B,GO:0016616,"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor",MF
IDH3B,GO:0046872,metal ion binding,MF
CPXM1,GO:0006518,peptide metabolic process,BP
CPXM1,GO:0016485,protein processing,BP
CPXM1,GO:0006508,proteolysis,BP
CPXM1,GO:0005615,extracellular space,CC
CPXM1,GO:0005576,extracellular region,CC
CPXM1,GO:0004181,metallocarboxypeptidase activity,MF
CPXM1,GO:0004185,serine-type carboxypeptidase activity,MF
CPXM1,GO:0008270,zinc ion binding,MF
CPXM1,GO:0004180,carboxypeptidase activity,MF
CPXM1,GO:0008233,peptidase activity,MF
CPXM1,GO:0008237,metallopeptidase activity,MF
CPXM1,GO:0016787,hydrolase activity,MF
CPXM1,GO:0046872,metal ion binding,MF
PCED1A,GO:0005515,protein binding,MF
AVP,GO:0002125,maternal aggressive behavior,BP
AVP,GO:0003084,positive regulation of systemic arterial blood pressure,BP
AVP,GO:0003091,renal water homeostasis,BP
AVP,GO:0006091,generation of precursor metabolites and energy,BP
AVP,GO:0006833,water transport,BP
AVP,GO:0007165,signal transduction,BP
AVP,GO:0007204,positive regulation of cytosolic calcium ion concentration,BP
AVP,GO:0007267,cell-cell signaling,BP
AVP,GO:0007621,negative regulation of female receptivity,BP
AVP,GO:0007623,circadian rhythm,BP
AVP,GO:0007625,grooming behavior,BP
AVP,GO:0007626,locomotory behavior,BP
AVP,GO:0008284,positive regulation of cell proliferation,BP
AVP,GO:0010628,positive regulation of gene expression,BP
AVP,GO:0014049,positive regulation of glutamate secretion,BP
AVP,GO:0030307,positive regulation of cell growth,BP
AVP,GO:0030819,positive regulation of cAMP biosynthetic process,BP
AVP,GO:0031394,positive regulation of prostaglandin biosynthetic process,BP
AVP,GO:0032849,positive regulation of cellular pH reduction,BP
AVP,GO:0033138,positive regulation of peptidyl-serine phosphorylation,BP
AVP,GO:0033574,response to testosterone,BP
AVP,GO:0035094,response to nicotine,BP
AVP,GO:0035176,social behavior,BP
AVP,GO:0035813,regulation of renal sodium excretion,BP
AVP,GO:0042310,vasoconstriction,BP
AVP,GO:0042538,hyperosmotic salinity response,BP
AVP,GO:0042711,maternal behavior,BP
AVP,GO:0043066,negative regulation of apoptotic process,BP
AVP,GO:0043084,penile erection,BP
AVP,GO:0043154,negative regulation of cysteine-type endopeptidase activity involved in apoptotic process,BP
AVP,GO:0043252,sodium-independent organic anion transport,BP
AVP,GO:0045471,response to ethanol,BP
AVP,GO:0045907,positive regulation of vasoconstriction,BP
AVP,GO:0051970,negative regulation of transmission of nerve impulse,BP
AVP,GO:0055085,transmembrane transport,BP
AVP,GO:0070371,ERK1 and ERK2 cascade,BP
AVP,GO:0070528,protein kinase C signaling,BP
AVP,GO:0090201,negative regulation of release of cytochrome c from mitochondria,BP
AVP,GO:0014070,response to organic cyclic compound,BP
AVP,GO:0050880,regulation of blood vessel size,BP
AVP,GO:0050891,multicellular organismal water homeostasis,BP
AVP,GO:0005576,extracellular region,CC
AVP,GO:0005615,extracellular space,CC
AVP,GO:0005829,cytosol,CC
AVP,GO:0030141,secretory granule,CC
AVP,GO:0030425,dendrite,CC
AVP,GO:0004672,protein kinase activity,MF
AVP,GO:0004871,signal transducer activity,MF
AVP,GO:0005102,receptor binding,MF
AVP,GO:0005184,neuropeptide hormone activity,MF
AVP,GO:0005185,neurohypophyseal hormone activity,MF
AVP,GO:0031894,V1A vasopressin receptor binding,MF
AVP,GO:0031895,V1B vasopressin receptor binding,MF
AVP,GO:0043027,cysteine-type endopeptidase inhibitor activity involved in apoptotic process,MF
AVP,GO:0005179,hormone activity,MF
UBOX5,GO:0000209,protein polyubiquitination,BP
UBOX5,GO:0016567,protein ubiquitination,BP
UBOX5,GO:0005634,nucleus,CC
UBOX5,GO:0016604,nuclear body,CC
UBOX5,GO:0005515,protein binding,MF
UBOX5,GO:0008270,zinc ion binding,MF
UBOX5,GO:0016874,ligase activity,MF
UBOX5,GO:0031625,ubiquitin protein ligase binding,MF
UBOX5,GO:0034450,ubiquitin-ubiquitin ligase activity,MF
UBOX5,GO:0004842,ubiquitin-protein transferase activity,MF
UBOX5,GO:0046872,metal ion binding,MF
UBOX5,GO:0061630,ubiquitin protein ligase activity,MF
LZTS3,GO:0005737,cytoplasm,CC
LZTS3,GO:0005856,cytoskeleton,CC
LZTS3,GO:0014069,postsynaptic density,CC
LZTS3,GO:0030054,cell junction,CC
LZTS3,GO:0045211,postsynaptic membrane,CC
LZTS3,GO:0005886,plasma membrane,CC
LZTS3,GO:0016020,membrane,CC
LZTS3,GO:0045202,synapse,CC
DDRGK1,GO:0033146,regulation of intracellular estrogen receptor signaling pathway,BP
DDRGK1,GO:0034976,response to endoplasmic reticulum stress,BP
DDRGK1,GO:0051092,positive regulation of NF-kappaB transcription factor activity,BP
DDRGK1,GO:1901800,positive regulation of proteasomal protein catabolic process,BP
DDRGK1,GO:1903721,positive regulation of I-kappaB phosphorylation,BP
DDRGK1,GO:1990592,protein K69-linked ufmylation,BP
DDRGK1,GO:0005783,endoplasmic reticulum,CC
DDRGK1,GO:0005789,endoplasmic reticulum membrane,CC
DDRGK1,GO:0005515,protein binding,MF
DDRGK1,GO:0044389,ubiquitin-like protein ligase binding,MF
SLC4A11,GO:0006814,sodium ion transport,BP
SLC4A11,GO:0015701,bicarbonate transport,BP
SLC4A11,GO:0015992,proton transport,BP
SLC4A11,GO:0030003,cellular cation homeostasis,BP
SLC4A11,GO:0035445,borate transmembrane transport,BP
SLC4A11,GO:0035725,sodium ion transmembrane transport,BP
SLC4A11,GO:0042044,fluid transport,BP
SLC4A11,GO:0046713,borate transport,BP
SLC4A11,GO:0051453,regulation of intracellular pH,BP
SLC4A11,GO:0006810,transport,BP
SLC4A11,GO:0006811,ion transport,BP
SLC4A11,GO:0006820,anion transport,BP
SLC4A11,GO:0050801,ion homeostasis,BP
SLC4A11,GO:0055085,transmembrane transport,BP
SLC4A11,GO:0098656,anion transmembrane transport,BP
SLC4A11,GO:0005887,integral component of plasma membrane,CC
SLC4A11,GO:0016323,basolateral plasma membrane,CC
SLC4A11,GO:0005886,plasma membrane,CC
SLC4A11,GO:0016020,membrane,CC
SLC4A11,GO:0016021,integral component of membrane,CC
SLC4A11,GO:0005272,sodium channel activity,MF
SLC4A11,GO:0005452,inorganic anion exchanger activity,MF
SLC4A11,GO:0015106,bicarbonate transmembrane transporter activity,MF
SLC4A11,GO:0015252,hydrogen ion channel activity,MF
SLC4A11,GO:0015293,symporter activity,MF
SLC4A11,GO:0046715,borate transmembrane transporter activity,MF
SLC4A11,GO:0046983,protein dimerization activity,MF
SLC4A11,GO:0005215,transporter activity,MF
SLC4A11,GO:0015301,anion:anion antiporter activity,MF
GFRA4,GO:0035860,glial cell-derived neurotrophic factor receptor signaling pathway,BP
GFRA4,GO:0005615,extracellular space,CC
GFRA4,GO:0005886,plasma membrane,CC
GFRA4,GO:0031225,anchored component of membrane,CC
GFRA4,GO:0070062,extracellular exosome,CC
GFRA4,GO:0005576,extracellular region,CC
GFRA4,GO:0016020,membrane,CC
GFRA4,GO:0016167,glial cell-derived neurotrophic factor receptor activity,MF
GFRA4,GO:0004872,receptor activity,MF
ADAM33,GO:0006508,proteolysis,BP
ADAM33,GO:0007229,integrin-mediated signaling pathway,BP
ADAM33,GO:0016021,integral component of membrane,CC
ADAM33,GO:0016020,membrane,CC
ADAM33,GO:0004222,metalloendopeptidase activity,MF
ADAM33,GO:0005515,protein binding,MF
ADAM33,GO:0008270,zinc ion binding,MF
ADAM33,GO:0008233,peptidase activity,MF
ADAM33,GO:0008237,metallopeptidase activity,MF
ADAM33,GO:0016787,hydrolase activity,MF
ADAM33,GO:0046872,metal ion binding,MF
SIGLEC1,GO:0006897,endocytosis,BP
SIGLEC1,GO:0006954,inflammatory response,BP
SIGLEC1,GO:0007160,cell-matrix adhesion,BP
SIGLEC1,GO:0016337,single organismal cell-cell adhesion,BP
SIGLEC1,GO:0070234,positive regulation of T cell apoptotic process,BP
SIGLEC1,GO:2001238,positive regulation of extrinsic apoptotic signaling pathway,BP
SIGLEC1,GO:0007155,cell adhesion,BP
SIGLEC1,GO:0005576,extracellular region,CC
SIGLEC1,GO:0005886,plasma membrane,CC
SIGLEC1,GO:0016021,integral component of membrane,CC
SIGLEC1,GO:0016020,membrane,CC
SIGLEC1,GO:0030246,carbohydrate binding,MF
C20orf27,GO:0008150,biological_process,BP
C20orf27,GO:0005575,cellular_component,CC
C20orf27,GO:0003674,molecular_function,MF
SPEF1,GO:0008150,biological_process,BP
SPEF1,GO:0005856,cytoskeleton,CC
SPEF1,GO:0005930,axoneme,CC
SPEF1,GO:0031514,motile cilium,CC
SPEF1,GO:0005575,cellular_component,CC
SPEF1,GO:0005737,cytoplasm,CC
SPEF1,GO:0005929,cilium,CC
SPEF1,GO:0042995,cell projection,CC
SPEF1,GO:0005515,protein binding,MF
SPEF1,GO:0003674,molecular_function,MF
CENPB,GO:0006355,"regulation of transcription, DNA-templated",BP
CENPB,GO:0000775,"chromosome, centromeric region",CC
CENPB,GO:0005634,nucleus,CC
CENPB,GO:0005694,chromosome,CC
CENPB,GO:0003682,chromatin binding,MF
CENPB,GO:0003696,satellite DNA binding,MF
CENPB,GO:0019237,centromeric DNA binding,MF
CENPB,GO:0043565,sequence-specific DNA binding,MF
CENPB,GO:0003676,nucleic acid binding,MF
CENPB,GO:0003677,DNA binding,MF
RNF24,GO:0000209,protein polyubiquitination,BP
RNF24,GO:0042787,protein ubiquitination involved in ubiquitin-dependent protein catabolic process,BP
RNF24,GO:0043161,proteasome-mediated ubiquitin-dependent protein catabolic process,BP
RNF24,GO:0000139,Golgi membrane,CC
RNF24,GO:0016021,integral component of membrane,CC
RNF24,GO:0005794,Golgi apparatus,CC
RNF24,GO:0016020,membrane,CC
RNF24,GO:0005515,protein binding,MF
RNF24,GO:0008270,zinc ion binding,MF
RNF24,GO:0061630,ubiquitin protein ligase activity,MF
RNF24,GO:0046872,metal ion binding,MF
ADRA1D,GO:0001986,negative regulation of the force of heart contraction involved in baroreceptor response to increased systemic arterial blood pressure,BP
ADRA1D,GO:0001994,norepinephrine-epinephrine vasoconstriction involved in regulation of systemic arterial blood pressure,BP
ADRA1D,GO:0006259,DNA metabolic process,BP
ADRA1D,GO:0007186,G-protein coupled receptor signaling pathway,BP
ADRA1D,GO:0007188,adenylate cyclase-modulating G-protein coupled receptor signaling pathway,BP
ADRA1D,GO:0007200,phospholipase C-activating G-protein coupled receptor signaling pathway,BP
ADRA1D,GO:0007204,positive regulation of cytosolic calcium ion concentration,BP
ADRA1D,GO:0007267,cell-cell signaling,BP
ADRA1D,GO:0007275,multicellular organismal development,BP
ADRA1D,GO:0008283,cell proliferation,BP
ADRA1D,GO:0008284,positive regulation of cell proliferation,BP
ADRA1D,GO:0045907,positive regulation of vasoconstriction,BP
ADRA1D,GO:0045987,positive regulation of smooth muscle contraction,BP
ADRA1D,GO:0071880,adenylate cyclase-activating adrenergic receptor signaling pathway,BP
ADRA1D,GO:0007165,signal transduction,BP
ADRA1D,GO:0071875,adrenergic receptor signaling pathway,BP
ADRA1D,GO:0005829,cytosol,CC
ADRA1D,GO:0005886,plasma membrane,CC
ADRA1D,GO:0005887,integral component of plasma membrane,CC
ADRA1D,GO:0016020,membrane,CC
ADRA1D,GO:0016021,integral component of membrane,CC
ADRA1D,GO:0004937,alpha1-adrenergic receptor activity,MF
ADRA1D,GO:0004871,signal transducer activity,MF
ADRA1D,GO:0004930,G-protein coupled receptor activity,MF
ADRA1D,GO:0004935,adrenergic receptor activity,MF
PRNT,GO:0005576,extracellular region,CC
RASSF2,GO:0001501,skeletal system development,BP
RASSF2,GO:0001503,ossification,BP
RASSF2,GO:0006468,protein phosphorylation,BP
RASSF2,GO:0007049,cell cycle,BP
RASSF2,GO:0031954,positive regulation of protein autophosphorylation,BP
RASSF2,GO:0033137,negative regulation of peptidyl-serine phosphorylation,BP
RASSF2,GO:0038168,epidermal growth factor receptor signaling pathway via I-kappaB kinase/NF-kappaB cascade,BP
RASSF2,GO:0043065,positive regulation of apoptotic process,BP
RASSF2,GO:0045667,regulation of osteoblast differentiation,BP
RASSF2,GO:0045670,regulation of osteoclast differentiation,BP
RASSF2,GO:0045860,positive regulation of protein kinase activity,BP
RASSF2,GO:0046330,positive regulation of JNK cascade,BP
RASSF2,GO:0046849,bone remodeling,BP
RASSF2,GO:0048872,homeostasis of number of cells,BP
RASSF2,GO:0050821,protein stabilization,BP
RASSF2,GO:1901223,negative regulation of NIK/NF-kappaB signaling,BP
RASSF2,GO:0007165,signal transduction,BP
RASSF2,GO:1901222,regulation of NIK/NF-kappaB signaling,BP
RASSF2,GO:0005634,nucleus,CC
RASSF2,GO:0005737,cytoplasm,CC
RASSF2,GO:0043234,protein complex,CC
RASSF2,GO:0004672,protein kinase activity,MF
RASSF2,GO:0005515,protein binding,MF
SLC23A2,GO:0006139,nucleobase-containing compound metabolic process,BP
SLC23A2,GO:0006766,vitamin metabolic process,BP
SLC23A2,GO:0006767,water-soluble vitamin metabolic process,BP
SLC23A2,GO:0006814,sodium ion transport,BP
SLC23A2,GO:0006979,response to oxidative stress,BP
SLC23A2,GO:0015851,nucleobase transport,BP
SLC23A2,GO:0015882,L-ascorbic acid transport,BP
SLC23A2,GO:0015993,molecular hydrogen transport,BP
SLC23A2,GO:0019852,L-ascorbic acid metabolic process,BP
SLC23A2,GO:0035461,vitamin transmembrane transport,BP
SLC23A2,GO:0044281,small molecule metabolic process,BP
SLC23A2,GO:0070904,transepithelial L-ascorbic acid transport,BP
SLC23A2,GO:0006810,transport,BP
SLC23A2,GO:0006811,ion transport,BP
SLC23A2,GO:0055085,transmembrane transport,BP
SLC23A2,GO:0005737,cytoplasm,CC
SLC23A2,GO:0005886,plasma membrane,CC
SLC23A2,GO:0005887,integral component of plasma membrane,CC
SLC23A2,GO:0009925,basal plasma membrane,CC
SLC23A2,GO:0016020,membrane,CC
SLC23A2,GO:0016021,integral component of membrane,CC
SLC23A2,GO:0016323,basolateral plasma membrane,CC
SLC23A2,GO:0016324,apical plasma membrane,CC
SLC23A2,GO:0008520,L-ascorbate:sodium symporter activity,MF
SLC23A2,GO:0008523,sodium-dependent multivitamin transmembrane transporter activity,MF
SLC23A2,GO:0015205,nucleobase transmembrane transporter activity,MF
SLC23A2,GO:0015229,L-ascorbic acid transporter activity,MF
SLC23A2,GO:0070890,sodium-dependent L-ascorbate transmembrane transporter activity,MF
SLC23A2,GO:0005215,transporter activity,MF
SLC23A2,GO:0015293,symporter activity,MF
TMEM230,GO:0016021,integral component of membrane,CC
TMEM230,GO:0016020,membrane,CC
PCNA,GO:0000082,G1/S transition of mitotic cell cycle,BP
PCNA,GO:0000083,regulation of transcription involved in G1/S transition of mitotic cell cycle,BP
PCNA,GO:0000278,mitotic cell cycle,BP
PCNA,GO:0000722,telomere maintenance via recombination,BP
PCNA,GO:0000723,telomere maintenance,BP
PCNA,GO:0006271,DNA strand elongation involved in DNA replication,BP
PCNA,GO:0006272,leading strand elongation,BP
PCNA,GO:0006281,DNA repair,BP
PCNA,GO:0006283,transcription-coupled nucleotide-excision repair,BP
PCNA,GO:0006284,base-excision repair,BP
PCNA,GO:0006289,nucleotide-excision repair,BP
PCNA,GO:0006297,"nucleotide-excision repair, DNA gap filling",BP
PCNA,GO:0006298,mismatch repair,BP
PCNA,GO:0007507,heart development,BP
PCNA,GO:0008283,cell proliferation,BP
PCNA,GO:0019985,translesion synthesis,BP
PCNA,GO:0030855,epithelial cell differentiation,BP
PCNA,GO:0032077,positive regulation of deoxyribonuclease activity,BP
PCNA,GO:0032201,telomere maintenance via semi-conservative replication,BP
PCNA,GO:0033683,"nucleotide-excision repair, DNA incision",BP
PCNA,GO:0033993,response to lipid,BP
PCNA,GO:0034644,cellular response to UV,BP
PCNA,GO:0042276,error-prone translesion synthesis,BP
PCNA,GO:0042769,"DNA damage response, detection of DNA damage",BP
PCNA,GO:0045739,positive regulation of DNA repair,BP
PCNA,GO:0045740,positive regulation of DNA replication,BP
PCNA,GO:0046686,response to cadmium ion,BP
PCNA,GO:0070911,global genome nucleotide-excision repair,BP
PCNA,GO:0070987,error-free translesion synthesis,BP
PCNA,GO:0006260,DNA replication,BP
PCNA,GO:0006275,regulation of DNA replication,BP
PCNA,GO:0006974,cellular response to DNA damage stimulus,BP
PCNA,GO:0000784,"nuclear chromosome, telomeric region",CC
PCNA,GO:0005634,nucleus,CC
PCNA,GO:0005654,nucleoplasm,CC
PCNA,GO:0005663,DNA replication factor C complex,CC
PCNA,GO:0005737,cytoplasm,CC
PCNA,GO:0005813,centrosome,CC
PCNA,GO:0043596,nuclear replication fork,CC
PCNA,GO:0043626,PCNA complex,CC
PCNA,GO:0070062,extracellular exosome,CC
PCNA,GO:0070557,PCNA-p21 complex,CC
PCNA,GO:0000701,purine-specific mismatch base pair DNA N-glycosylase activity,MF
PCNA,GO:0003682,chromatin binding,MF
PCNA,GO:0003684,damaged DNA binding,MF
PCNA,GO:0005515,protein binding,MF
PCNA,GO:0030331,estrogen receptor binding,MF
PCNA,GO:0030337,DNA polymerase processivity factor activity,MF
PCNA,GO:0030971,receptor tyrosine kinase binding,MF
PCNA,GO:0032139,dinucleotide insertion or deletion binding,MF
PCNA,GO:0032405,MutLalpha complex binding,MF
PCNA,GO:0035035,histone acetyltransferase binding,MF
PCNA,GO:0042802,identical protein binding,MF
PCNA,GO:0070182,DNA polymerase binding,MF
PCNA,GO:0003677,DNA binding,MF
PROKR2,GO:0007166,cell surface receptor signaling pathway,BP
PROKR2,GO:0007186,G-protein coupled receptor signaling pathway,BP
PROKR2,GO:0007218,neuropeptide signaling pathway,BP
PROKR2,GO:0007623,circadian rhythm,BP
PROKR2,GO:0007165,signal transduction,BP
PROKR2,GO:0005886,plasma membrane,CC
PROKR2,GO:0005887,integral component of plasma membrane,CC
PROKR2,GO:0016020,membrane,CC
PROKR2,GO:0016021,integral component of membrane,CC
PROKR2,GO:0004930,G-protein coupled receptor activity,MF
PROKR2,GO:0004983,neuropeptide Y receptor activity,MF
PROKR2,GO:0004871,signal transducer activity,MF
GPCPD1,GO:0006644,phospholipid metabolic process,BP
GPCPD1,GO:0007519,skeletal muscle tissue development,BP
GPCPD1,GO:0030643,cellular phosphate ion homeostasis,BP
GPCPD1,GO:0044281,small molecule metabolic process,BP
GPCPD1,GO:0046474,glycerophospholipid biosynthetic process,BP
GPCPD1,GO:0046475,glycerophospholipid catabolic process,BP
GPCPD1,GO:0006629,lipid metabolic process,BP
GPCPD1,GO:0005829,cytosol,CC
GPCPD1,GO:0005737,cytoplasm,CC
GPCPD1,GO:0008889,glycerophosphodiester phosphodiesterase activity,MF
GPCPD1,GO:0047389,glycerophosphocholine phosphodiesterase activity,MF
GPCPD1,GO:2001070,starch binding,MF
GPCPD1,GO:0008081,phosphoric diester hydrolase activity,MF
GPCPD1,GO:0016787,hydrolase activity,MF
GPCPD1,GO:0030246,carbohydrate binding,MF
TRMT6,GO:0006400,tRNA modification,BP
TRMT6,GO:0008033,tRNA processing,BP
TRMT6,GO:0010467,gene expression,BP
TRMT6,GO:0030488,tRNA methylation,BP
TRMT6,GO:0005654,nucleoplasm,CC
TRMT6,GO:0031515,tRNA (m1A) methyltransferase complex,CC
TRMT6,GO:0005634,nucleus,CC
TRMT6,GO:0044822,poly(A) RNA binding,MF
LRRN4,GO:0007616,long-term memory,BP
LRRN4,GO:0008542,visual learning,BP
LRRN4,GO:0005887,integral component of plasma membrane,CC
LRRN4,GO:0070062,extracellular exosome,CC
LRRN4,GO:0016020,membrane,CC
LRRN4,GO:0016021,integral component of membrane,CC
FERMT1,GO:0007155,cell adhesion,BP
FERMT1,GO:0043616,keratinocyte proliferation,BP
FERMT1,GO:0051546,keratinocyte migration,BP
FERMT1,GO:0090162,establishment of epithelial cell polarity,BP
FERMT1,GO:0005829,cytosol,CC
FERMT1,GO:0005925,focal adhesion,CC
FERMT1,GO:0030054,cell junction,CC
FERMT1,GO:0031941,filamentous actin,CC
FERMT1,GO:0032587,ruffle membrane,CC
FERMT1,GO:0005737,cytoplasm,CC
FERMT1,GO:0005856,cytoskeleton,CC
FERMT1,GO:0005886,plasma membrane,CC
FERMT1,GO:0016020,membrane,CC
